"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2009"	"2009"	47	2896843	1.6
	"Arkansas"	"05"	"2010"	"2010"	39	2915918	1.3
	"Arkansas"	"05"	"2011"	"2011"	42	2937979	1.4
	"Arkansas"	"05"	"2012"	"2012"	60	2949131	2.0
	"Arkansas"	"05"	"2013"	"2013"	57	2959373	1.9
	"Arkansas"	"05"	"2014"	"2014"	78	2966369	2.6
	"Arkansas"	"05"	"2015"	"2015"	74	2978204	2.5
	"Arkansas"	"05"	"2016"	"2016"	85	2988248	2.8
	"Arkansas"	"05"	"2017"	"2017"	106	3004279	3.5
	"Arkansas"	"05"	"2018"	"2018"	148	3013825	4.9
	"Arkansas"	"05"	"2019"	"2019"	165	3017804	5.5
	"California"	"06"	"1999"	"1999"	302	33499204	0.9
	"California"	"06"	"2000"	"2000"	274	33871648	0.8
	"California"	"06"	"2001"	"2001"	145	34479458	0.4
	"California"	"06"	"2002"	"2002"	518	34871843	1.5
	"California"	"06"	"2003"	"2003"	632	35253159	1.8
	"California"	"06"	"2004"	"2004"	609	35574576	1.7
	"California"	"06"	"2005"	"2005"	710	35827943	2.0
	"California"	"06"	"2006"	"2006"	699	36021202	1.9
	"California"	"06"	"2007"	"2007"	630	36250311	1.7
	"California"	"06"	"2008"	"2008"	596	36604337	1.6
	"California"	"06"	"2009"	"2009"	701	36961229	1.9
	"California"	"06"	"2010"	"2010"	765	37253956	2.1
	"California"	"06"	"2011"	"2011"	848	37691912	2.2
	"California"	"06"	"2012"	"2012"	1016	38041430	2.7
	"California"	"06"	"2013"	"2013"	1326	38332521	3.5
	"California"	"06"	"2014"	"2014"	1455	38802500	3.7
	"California"	"06"	"2015"	"2015"	1803	39144818	4.6
	"California"	"06"	"2016"	"2016"	1920	39250017	4.9
	"California"	"06"	"2017"	"2017"	2358	39536653	6.0
	"California"	"06"	"2018"	"2018"	2845	39557045	7.2
	"California"	"06"	"2019"	"2019"	3363	39512223	8.5
	"Colorado"	"08"	"1999"	"1999"	19	4226018	Unreliable
	"Colorado"	"08"	"2000"	"2000"	19	4301261	Unreliable
	"Colorado"	"08"	"2001"	"2001"	28	4425687	0.6
	"Colorado"	"08"	"2002"	"2002"	20	4490406	0.4
	"Colorado"	"08"	"2003"	"2003"	41	4528732	0.9
	"Colorado"	"08"	"2004"	"2004"	38	4575013	0.8
	"Colorado"	"08"	"2005"	"2005"	63	4631888	1.4
	"Colorado"	"08"	"2006"	"2006"	46	4720423	1.0
	"Colorado"	"08"	"2007"	"2007"	45	4803868	0.9
	"Colorado"	"08"	"2008"	"2008"	40	4889730	0.8
	"Colorado"	"08"	"2009"	"2009"	47	4972195	0.9
	"Colorado"	"08"	"2010"	"2010"	47	5029196	0.9
	"Colorado"	"08"	"2011"	"2011"	71	5116796	1.4
	"Colorado"	"08"	"2012"	"2012"	72	5187582	1.4
	"Colorado"	"08"	"2013"	"2013"	113	5268367	2.1
	"Colorado"	"08"	"2014"	"2014"	137	5355866	2.6
	"Colorado"	"08"	"2015"	"2015"	163	5456574	3.0
	"Colorado"	"08"	"2016"	"2016"	232	5540545	4.2
	"Colorado"	"08"	"2017"	"2017"	347	5607154	6.2
	"Colorado"	"08"	"2018"	"2018"	389	5695564	6.8
	"Colorado"	"08"	"2019"	"2019"	421	5758736	7.3
	"Connecticut"	"09"	"1999"	"1999"	Suppressed	3386401	Suppressed
	"Connecticut"	"09"	"2000"	"2000"	Suppressed	3405565	Suppressed
	"Connecticut"	"09"	"2001"	"2001"	Suppressed	3432835	Suppressed
	"Connecticut"	"09"	"2002"	"2002"	Suppressed	3458749	Suppressed
	"Connecticut"	"09"	"2003"	"2003"	Suppressed	3484336	Suppressed
	"Connecticut"	"09"	"2004"	"2004"	Suppressed	3496094	Suppressed
	"Connecticut"	"09"	"2005"	"2005"	Suppressed	3506956	Suppressed
	"Connecticut"	"09"	"2006"	"2006"	Suppressed	3517460	Suppressed
	"Connecticut"	"09"	"2007"	"2007"	Suppressed	3527270	Suppressed
	"Connecticut"	"09"	"2008"	"2008"	Suppressed	3545579	Suppressed
	"Connecticut"	"09"	"2009"	"2009"	Suppressed	3561807	Suppressed
	"Connecticut"	"09"	"2010"	"2010"	Suppressed	3574097	Suppressed
	"Connecticut"	"09"	"2011"	"2011"	Suppressed	3580709	Suppressed
	"Connecticut"	"09"	"2012"	"2012"	Suppressed	3590347	Suppressed
	"Connecticut"	"09"	"2013"	"2013"	Suppressed	3596080	Suppressed
	"Connecticut"	"09"	"2014"	"2014"	16	3596677	Unreliable
	"Connecticut"	"09"	"2015"	"2015"	23	3590886	0.6
	"Connecticut"	"09"	"2016"	"2016"	27	3576452	0.8
	"Connecticut"	"09"	"2017"	"2017"	40	3588184	1.1
	"Connecticut"	"09"	"2018"	"2018"	70	3572665	2.0
	"Connecticut"	"09"	"2019"	"2019"	71	3565287	2.0
	"Delaware"	"10"	"1999"	"1999"	Suppressed	774990	Suppressed
	"Delaware"	"10"	"2000"	"2000"	Suppressed	783600	Suppressed
	"Delaware"	"10"	"2001"	"2001"	Suppressed	795699	Suppressed
	"Delaware"	"10"	"2002"	"2002"	Suppressed	806169	Suppressed
	"Delaware"	"10"	"2003"	"2003"	Suppressed	818003	Suppressed
	"Delaware"	"10"	"2004"	"2004"	Suppressed	830803	Suppressed
	"Delaware"	"10"	"2005"	"2005"	Suppressed	845150	Suppressed
	"Delaware"	"10"	"2006"	"2006"	Suppressed	859268	Suppressed
	"Delaware"	"10"	"2007"	"2007"	Suppressed	871749	Suppressed
	"Delaware"	"10"	"2008"	"2008"	Suppressed	883874	Suppressed
	"Delaware"	"10"	"2009"	"2009"	Suppressed	891730	Suppressed
	"Delaware"	"10"	"2010"	"2010"	Suppressed	897934	Suppressed
	"Delaware"	"10"	"2011"	"2011"	Suppressed	907135	Suppressed
	"Delaware"	"10"	"2012"	"2012"	Suppressed	917092	Suppressed
	"Delaware"	"10"	"2013"	"2013"	Suppressed	925749	Suppressed
	"Delaware"	"10"	"2014"	"2014"	Suppressed	935614	Suppressed
	"Delaware"	"10"	"2015"	"2015"	Suppressed	945934	Suppressed
	"Delaware"	"10"	"2016"	"2016"	Suppressed	952065	Suppressed
	"Delaware"	"10"	"2017"	"2017"	Suppressed	961939	Suppressed
	"Delaware"	"10"	"2018"	"2018"	15	967171	Unreliable
	"Delaware"	"10"	"2019"	"2019"	28	973764	2.9
	"District of Columbia"	"11"	"1999"	"1999"	Suppressed	570213	Suppressed
	"District of Columbia"	"11"	"2000"	"2000"	Suppressed	572059	Suppressed
	"District of Columbia"	"11"	"2001"	"2001"	Suppressed	574504	Suppressed
	"District of Columbia"	"11"	"2002"	"2002"	Suppressed	573158	Suppressed
	"District of Columbia"	"11"	"2003"	"2003"	Suppressed	568502	Suppressed
	"District of Columbia"	"11"	"2004"	"2004"	Suppressed	567754	Suppressed
	"District of Columbia"	"11"	"2005"	"2005"	Suppressed	567136	Suppressed
	"District of Columbia"	"11"	"2006"	"2006"	Suppressed	570681	Suppressed
	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	574404	Suppressed
	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	580236	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	592228	Suppressed
	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	601723	Suppressed
	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	617996	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	632323	Suppressed
	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	646449	Suppressed
	"District of Columbia"	"11"	"2014"	"2014"	Suppressed	658893	Suppressed
	"District of Columbia"	"11"	"2015"	"2015"	Suppressed	672228	Suppressed
	"District of Columbia"	"11"	"2016"	"2016"	Suppressed	681170	Suppressed
	"District of Columbia"	"11"	"2017"	"2017"	Suppressed	693972	Suppressed
	"District of Columbia"	"11"	"2018"	"2018"	11	702455	Unreliable
	"District of Columbia"	"11"	"2019"	"2019"	13	705749	Unreliable
	"Florida"	"12"	"1999"	"1999"	25	15759421	0.2
	"Florida"	"12"	"2000"	"2000"	26	15982378	0.2
	"Florida"	"12"	"2001"	"2001"	51	16356966	0.3
	"Florida"	"12"	"2002"	"2002"	32	16689370	0.2
	"Florida"	"12"	"2003"	"2003"	25	17004085	0.1
	"Florida"	"12"	"2004"	"2004"	39	17415318	0.2
	"Florida"	"12"	"2005"	"2005"	45	17842038	0.3
	"Florida"	"12"	"2006"	"2006"	42	18166990	0.2
	"Florida"	"12"	"2007"	"2007"	40	18367842	0.2
	"Florida"	"12"	"2008"	"2008"	42	18527305	0.2
	"Florida"	"12"	"2009"	"2009"	49	18652644	0.3
	"Florida"	"12"	"2010"	"2010"	70	18801310	0.4
	"Florida"	"12"	"2011"	"2011"	70	19057542	0.4
	"Florida"	"12"	"2012"	"2012"	83	19317568	0.4
	"Florida"	"12"	"2013"	"2013"	101	19552860	0.5
	"Florida"	"12"	"2014"	"2014"	96	19893297	0.5
	"Florida"	"12"	"2015"	"2015"	170	20271272	0.8
	"Florida"	"12"	"2016"	"2016"	313	20612439	1.5
	"Florida"	"12"	"2017"	"2017"	457	20984400	2.2
	"Florida"	"12"	"2018"	"2018"	655	21299325	3.1
	"Florida"	"12"	"2019"	"2019"	910	21477737	4.2
	"Georgia"	"13"	"1999"	"1999"	Suppressed	8045965	Suppressed
	"Georgia"	"13"	"2000"	"2000"	10	8186453	Unreliable
	"Georgia"	"13"	"2001"	"2001"	12	8377038	Unreliable
	"Georgia"	"13"	"2002"	"2002"	22	8508256	0.3
	"Georgia"	"13"	"2003"	"2003"	23	8622793	0.3
	"Georgia"	"13"	"2004"	"2004"	50	8769252	0.6
	"Georgia"	"13"	"2005"	"2005"	54	8925922	0.6
	"Georgia"	"13"	"2006"	"2006"	50	9155813	0.5
	"Georgia"	"13"	"2007"	"2007"	34	9349988	0.4
	"Georgia"	"13"	"2008"	"2008"	33	9504843	0.3
	"Georgia"	"13"	"2009"	"2009"	47	9620846	0.5
	"Georgia"	"13"	"2010"	"2010"	76	9687653	0.8
	"Georgia"	"13"	"2011"	"2011"	67	9815210	0.7
	"Georgia"	"13"	"2012"	"2012"	84	9919945	0.8
	"Georgia"	"13"	"2013"	"2013"	126	9992167	1.3
	"Georgia"	"13"	"2014"	"2014"	143	10097343	1.4
	"Georgia"	"13"	"2015"	"2015"	236	10214860	2.3
	"Georgia"	"13"	"2016"	"2016"	268	10310371	2.6
	"Georgia"	"13"	"2017"	"2017"	403	10429379	3.9
	"Georgia"	"13"	"2018"	"2018"	435	10519475	4.1
	"Georgia"	"13"	"2019"	"2019"	478	10617423	4.5
	"Hawaii"	"15"	"1999"	"1999"	11	1210300	Unreliable
	"Hawaii"	"15"	"2000"	"2000"	12	1211537	Unreliable
	"Hawaii"	"15"	"2001"	"2001"	18	1225948	Unreliable
	"Hawaii"	"15"	"2002"	"2002"	20	1239613	1.6
	"Hawaii"	"15"	"2003"	"2003"	29	1251154	2.3
	"Hawaii"	"15"	"2004"	"2004"	41	1273569	3.2
	"Hawaii"	"15"	"2005"	"2005"	44	1292729	3.4
	"Hawaii"	"15"	"2006"	"2006"	34	1309731	2.6
	"Hawaii"	"15"	"2007"	"2007"	38	1315675	2.9
	"Hawaii"	"15"	"2008"	"2008"	31	1332213	2.3
	"Hawaii"	"15"	"2009"	"2009"	43	1346717	3.2
	"Hawaii"	"15"	"2010"	"2010"	48	1360301	3.5
	"Hawaii"	"15"	"2011"	"2011"	54	1374810	3.9
	"Hawaii"	"15"	"2012"	"2012"	48	1392313	3.4
	"Hawaii"	"15"	"2013"	"2013"	63	1404054	4.5
	"Hawaii"	"15"	"2014"	"2014"	71	1419561	5.0
	"Hawaii"	"15"	"2015"	"2015"	100	1431603	7.0
	"Hawaii"	"15"	"2016"	"2016"	129	1428557	9.0
	"Hawaii"	"15"	"2017"	"2017"	133	1427538	9.3
	"Hawaii"	"15"	"2018"	"2018"	163	1420491	11.5
	"Hawaii"	"15"	"2019"	"2019"	183	1415872	12.9
	"Idaho"	"16"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"2001"	"2001"	Suppressed	1319962	Suppressed
	"Idaho"	"16"	"2002"	"2002"	Suppressed	1340372	Suppressed
	"Idaho"	"16"	"2003"	"2003"	10	1363380	Unreliable
	"Idaho"	"16"	"2004"	"2004"	13	1391802	Unreliable
	"Idaho"	"16"	"2005"	"2005"	17	1428241	Unreliable
	"Idaho"	"16"	"2006"	"2006"	Suppressed	1468669	Suppressed
	"Idaho"	"16"	"2007"	"2007"	12	1505105	Unreliable
	"Idaho"	"16"	"2008"	"2008"	Suppressed	1534320	Suppressed
	"Idaho"	"16"	"2009"	"2009"	17	1554439	Unreliable
	"Idaho"	"16"	"2010"	"2010"	16	1567582	Unreliable
	"Idaho"	"16"	"2011"	"2011"	18	1584985	Unreliable
	"Idaho"	"16"	"2012"	"2012"	12	1595728	Unreliable
	"Idaho"	"16"	"2013"	"2013"	29	1612136	1.8
	"Idaho"	"16"	"2014"	"2014"	32	1634464	2.0
	"Idaho"	"16"	"2015"	"2015"	43	1654930	2.6
	"Idaho"	"16"	"2016"	"2016"	58	1683140	3.4
	"Idaho"	"16"	"2017"	"2017"	56	1716943	3.3
	"Idaho"	"16"	"2018"	"2018"	78	1754208	4.4
	"Idaho"	"16"	"2019"	"2019"	100	1787065	5.6
	"Illinois"	"17"	"1999"	"1999"	Suppressed	12359020	Suppressed
	"Illinois"	"17"	"2000"	"2000"	10	12419293	Unreliable
	"Illinois"	"17"	"2001"	"2001"	Suppressed	12488445	Suppressed
	"Illinois"	"17"	"2002"	"2002"	10	12525556	Unreliable
	"Illinois"	"17"	"2003"	"2003"	Suppressed	12556006	Suppressed
	"Illinois"	"17"	"2004"	"2004"	16	12589773	Unreliable
	"Illinois"	"17"	"2005"	"2005"	14	12609903	Unreliable
	"Illinois"	"17"	"2006"	"2006"	Suppressed	12643955	Suppressed
	"Illinois"	"17"	"2007"	"2007"	14	12695866	Unreliable
	"Illinois"	"17"	"2008"	"2008"	17	12747038	Unreliable
	"Illinois"	"17"	"2009"	"2009"	21	12796778	0.2
	"Illinois"	"17"	"2010"	"2010"	15	12830632	Unreliable
	"Illinois"	"17"	"2011"	"2011"	15	12869257	Unreliable
	"Illinois"	"17"	"2012"	"2012"	28	12875255	0.2
	"Illinois"	"17"	"2013"	"2013"	31	12882135	0.2
	"Illinois"	"17"	"2014"	"2014"	59	12880580	0.5
	"Illinois"	"17"	"2015"	"2015"	72	12859995	0.6
	"Illinois"	"17"	"2016"	"2016"	140	12801539	1.1
	"Illinois"	"17"	"2017"	"2017"	205	12802023	1.6
	"Illinois"	"17"	"2018"	"2018"	297	12741080	2.3
	"Illinois"	"17"	"2019"	"2019"	305	12671821	2.4
	"Indiana"	"18"	"1999"	"1999"	Suppressed	6044969	Suppressed
	"Indiana"	"18"	"2000"	"2000"	Suppressed	6080485	Suppressed
	"Indiana"	"18"	"2001"	"2001"	Suppressed	6127760	Suppressed
	"Indiana"	"18"	"2002"	"2002"	Suppressed	6155967	Suppressed
	"Indiana"	"18"	"2003"	"2003"	Suppressed	6196638	Suppressed
	"Indiana"	"18"	"2004"	"2004"	Suppressed	6233007	Suppressed
	"Indiana"	"18"	"2005"	"2005"	11	6278616	Unreliable
	"Indiana"	"18"	"2006"	"2006"	17	6332669	Unreliable
	"Indiana"	"18"	"2007"	"2007"	10	6379599	Unreliable
	"Indiana"	"18"	"2008"	"2008"	12	6424806	Unreliable
	"Indiana"	"18"	"2009"	"2009"	14	6459325	Unreliable
	"Indiana"	"18"	"2010"	"2010"	26	6483802	0.4
	"Indiana"	"18"	"2011"	"2011"	20	6516922	0.3
	"Indiana"	"18"	"2012"	"2012"	20	6537334	0.3
	"Indiana"	"18"	"2013"	"2013"	30	6570902	0.5
	"Indiana"	"18"	"2014"	"2014"	45	6596855	0.7
	"Indiana"	"18"	"2015"	"2015"	79	6619680	1.2
	"Indiana"	"18"	"2016"	"2016"	149	6633053	2.2
	"Indiana"	"18"	"2017"	"2017"	327	6666818	4.9
	"Indiana"	"18"	"2018"	"2018"	441	6691878	6.6
	"Indiana"	"18"	"2019"	"2019"	574	6732219	8.5
	"Iowa"	"19"	"1999"	"1999"	Suppressed	2917634	Suppressed
	"Iowa"	"19"	"2000"	"2000"	Suppressed	2926324	Suppressed
	"Iowa"	"19"	"2001"	"2001"	14	2931997	Unreliable
	"Iowa"	"19"	"2002"	"2002"	11	2934234	Unreliable
	"Iowa"	"19"	"2003"	"2003"	21	2941999	0.7
	"Iowa"	"19"	"2004"	"2004"	11	2953635	Unreliable
	"Iowa"	"19"	"2005"	"2005"	19	2964454	Unreliable
	"Iowa"	"19"	"2006"	"2006"	22	2982644	0.7
	"Iowa"	"19"	"2007"	"2007"	20	2999212	0.7
	"Iowa"	"19"	"2008"	"2008"	18	3016734	Unreliable
	"Iowa"	"19"	"2009"	"2009"	21	3032870	0.7
	"Iowa"	"19"	"2010"	"2010"	34	3046355	1.1
	"Iowa"	"19"	"2011"	"2011"	20	3062309	0.7
	"Iowa"	"19"	"2012"	"2012"	39	3074186	1.3
	"Iowa"	"19"	"2013"	"2013"	58	3090416	1.9
	"Iowa"	"19"	"2014"	"2014"	48	3107126	1.5
	"Iowa"	"19"	"2015"	"2015"	90	3123899	2.9
	"Iowa"	"19"	"2016"	"2016"	112	3134693	3.6
	"Iowa"	"19"	"2017"	"2017"	133	3145711	4.2
	"Iowa"	"19"	"2018"	"2018"	133	3156145	4.2
	"Iowa"	"19"	"2019"	"2019"	209	3155070	6.6
	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed
	"Kansas"	"20"	"2000"	"2000"	Suppressed	2688418	Suppressed
	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed
	"Kansas"	"20"	"2002"	"2002"	12	2713535	Unreliable
	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed
	"Kansas"	"20"	"2004"	"2004"	20	2734373	0.7
	"Kansas"	"20"	"2005"	"2005"	20	2745299	0.7
	"Kansas"	"20"	"2006"	"2006"	17	2762931	Unreliable
	"Kansas"	"20"	"2007"	"2007"	10	2783785	Unreliable
	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed
	"Kansas"	"20"	"2009"	"2009"	21	2832704	0.7
	"Kansas"	"20"	"2010"	"2010"	21	2853118	0.7
	"Kansas"	"20"	"2011"	"2011"	25	2871238	0.9
	"Kansas"	"20"	"2012"	"2012"	38	2885905	1.3
	"Kansas"	"20"	"2013"	"2013"	44	2893957	1.5
	"Kansas"	"20"	"2014"	"2014"	48	2904021	1.7
	"Kansas"	"20"	"2015"	"2015"	85	2911641	2.9
	"Kansas"	"20"	"2016"	"2016"	108	2907289	3.7
	"Kansas"	"20"	"2017"	"2017"	107	2913123	3.7
	"Kansas"	"20"	"2018"	"2018"	114	2911505	3.9
	"Kansas"	"20"	"2019"	"2019"	198	2913314	6.8
	"Kentucky"	"21"	"1999"	"1999"	Suppressed	4018053	Suppressed
	"Kentucky"	"21"	"2000"	"2000"	Suppressed	4041769	Suppressed
	"Kentucky"	"21"	"2001"	"2001"	Suppressed	4068132	Suppressed
	"Kentucky"	"21"	"2002"	"2002"	12	4089875	Unreliable
	"Kentucky"	"21"	"2003"	"2003"	16	4117170	Unreliable
	"Kentucky"	"21"	"2004"	"2004"	19	4146101	Unreliable
	"Kentucky"	"21"	"2005"	"2005"	23	4182742	0.5
	"Kentucky"	"21"	"2006"	"2006"	11	4219239	Unreliable
	"Kentucky"	"21"	"2007"	"2007"	Suppressed	4256672	Suppressed
	"Kentucky"	"21"	"2008"	"2008"	Suppressed	4289878	Suppressed
	"Kentucky"	"21"	"2009"	"2009"	19	4317074	Unreliable
	"Kentucky"	"21"	"2010"	"2010"	19	4339367	Unreliable
	"Kentucky"	"21"	"2011"	"2011"	34	4369356	0.8
	"Kentucky"	"21"	"2012"	"2012"	29	4380415	0.7
	"Kentucky"	"21"	"2013"	"2013"	46	4395295	1.0
	"Kentucky"	"21"	"2014"	"2014"	70	4413457	1.6
	"Kentucky"	"21"	"2015"	"2015"	103	4425092	2.3
	"Kentucky"	"21"	"2016"	"2016"	210	4436974	4.7
	"Kentucky"	"21"	"2017"	"2017"	353	4454189	7.9
	"Kentucky"	"21"	"2018"	"2018"	409	4468402	9.2
	"Kentucky"	"21"	"2019"	"2019"	498	4467673	11.1
	"Louisiana"	"22"	"1999"	"1999"	Suppressed	4460811	Suppressed
	"Louisiana"	"22"	"2000"	"2000"	Suppressed	4468976	Suppressed
	"Louisiana"	"22"	"2001"	"2001"	Suppressed	4477875	Suppressed
	"Louisiana"	"22"	"2002"	"2002"	Suppressed	4497267	Suppressed
	"Louisiana"	"22"	"2003"	"2003"	Suppressed	4521042	Suppressed
	"Louisiana"	"22"	"2004"	"2004"	Suppressed	4552238	Suppressed
	"Louisiana"	"22"	"2005"	"2005"	11	4576628	Unreliable
	"Louisiana"	"22"	"2006"	"2006"	Suppressed	4302665	Suppressed
	"Louisiana"	"22"	"2007"	"2007"	13	4375581	Unreliable
	"Louisiana"	"22"	"2008"	"2008"	Suppressed	4435586	Suppressed
	"Louisiana"	"22"	"2009"	"2009"	15	4491648	Unreliable
	"Louisiana"	"22"	"2010"	"2010"	13	4533372	Unreliable
	"Louisiana"	"22"	"2011"	"2011"	Suppressed	4574836	Suppressed
	"Louisiana"	"22"	"2012"	"2012"	12	4601893	Unreliable
	"Louisiana"	"22"	"2013"	"2013"	38	4625470	0.8
	"Louisiana"	"22"	"2014"	"2014"	45	4649676	1.0
	"Louisiana"	"22"	"2015"	"2015"	58	4670724	1.2
	"Louisiana"	"22"	"2016"	"2016"	100	4681666	2.1
	"Louisiana"	"22"	"2017"	"2017"	123	4684333	2.6
	"Louisiana"	"22"	"2018"	"2018"	172	4659978	3.7
	"Louisiana"	"22"	"2019"	"2019"	254	4648794	5.5
	"Maine"	"23"	"1999"	"1999"	Suppressed	1266808	Suppressed
	"Maine"	"23"	"2000"	"2000"	Suppressed	1274923	Suppressed
	"Maine"	"23"	"2001"	"2001"	Suppressed	1285692	Suppressed
	"Maine"	"23"	"2002"	"2002"	Suppressed	1295960	Suppressed
	"Maine"	"23"	"2003"	"2003"	Suppressed	1306513	Suppressed
	"Maine"	"23"	"2004"	"2004"	Suppressed	1313688	Suppressed
	"Maine"	"23"	"2005"	"2005"	Suppressed	1318787	Suppressed
	"Maine"	"23"	"2006"	"2006"	Suppressed	1323619	Suppressed
	"Maine"	"23"	"2007"	"2007"	Suppressed	1327040	Suppressed
