"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"1999"	"1999"	Suppressed	2651860	Suppressed
	"Arkansas"	"05"	"2000"	"2000"	Suppressed	2673400	Suppressed
	"Arkansas"	"05"	"2001"	"2001"	Suppressed	2691571	Suppressed
	"Arkansas"	"05"	"2002"	"2002"	Suppressed	2705927	Suppressed
	"Arkansas"	"05"	"2003"	"2003"	Suppressed	2724816	Suppressed
	"Arkansas"	"05"	"2004"	"2004"	Suppressed	2749686	Suppressed
	"Arkansas"	"05"	"2005"	"2005"	Suppressed	2781097	Suppressed
	"Arkansas"	"05"	"2006"	"2006"	Suppressed	2821761	Suppressed
	"Arkansas"	"05"	"2007"	"2007"	Suppressed	2848650	Suppressed
	"Arkansas"	"05"	"2008"	"2008"	Suppressed	2874554	Suppressed
	"Arkansas"	"05"	"2009"	"2009"	Suppressed	2896843	Suppressed
	"Arkansas"	"05"	"2010"	"2010"	Suppressed	2915918	Suppressed
	"Arkansas"	"05"	"2011"	"2011"	Suppressed	2937979	Suppressed
	"Arkansas"	"05"	"2012"	"2012"	Suppressed	2949131	Suppressed
	"Arkansas"	"05"	"2013"	"2013"	Suppressed	2959373	Suppressed
	"Arkansas"	"05"	"2014"	"2014"	Suppressed	2966369	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	Suppressed	2978204	Suppressed
	"Arkansas"	"05"	"2016"	"2016"	Suppressed	2988248	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	Suppressed	3004279	Suppressed
	"Arkansas"	"05"	"2018"	"2018"	Suppressed	3013825	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	Suppressed	3017804	Suppressed
"Total"	"Arkansas"	"05"			Suppressed	60151295	Suppressed
	"California"	"06"	"1999"	"1999"	Suppressed	33499204	Suppressed
	"California"	"06"	"2000"	"2000"	Suppressed	33871648	Suppressed
	"California"	"06"	"2001"	"2001"	Suppressed	34479458	Suppressed
	"California"	"06"	"2002"	"2002"	Suppressed	34871843	Suppressed
	"California"	"06"	"2003"	"2003"	Suppressed	35253159	Suppressed
	"California"	"06"	"2004"	"2004"	Suppressed	35574576	Suppressed
	"California"	"06"	"2005"	"2005"	Suppressed	35827943	Suppressed
	"California"	"06"	"2006"	"2006"	Suppressed	36021202	Suppressed
	"California"	"06"	"2007"	"2007"	Suppressed	36250311	Suppressed
	"California"	"06"	"2008"	"2008"	Suppressed	36604337	Suppressed
	"California"	"06"	"2009"	"2009"	Suppressed	36961229	Suppressed
	"California"	"06"	"2010"	"2010"	Suppressed	37253956	Suppressed
	"California"	"06"	"2011"	"2011"	Suppressed	37691912	Suppressed
	"California"	"06"	"2012"	"2012"	Suppressed	38041430	Suppressed
	"California"	"06"	"2013"	"2013"	Suppressed	38332521	Suppressed
	"California"	"06"	"2014"	"2014"	Suppressed	38802500	Suppressed
	"California"	"06"	"2015"	"2015"	Suppressed	39144818	Suppressed
	"California"	"06"	"2016"	"2016"	Suppressed	39250017	Suppressed
	"California"	"06"	"2017"	"2017"	Suppressed	39536653	Suppressed
	"California"	"06"	"2018"	"2018"	Suppressed	39557045	Suppressed
	"California"	"06"	"2019"	"2019"	Suppressed	39512223	Suppressed
"Total"	"California"	"06"			Suppressed	776337985	Suppressed
	"Colorado"	"08"	"1999"	"1999"	Suppressed	4226018	Suppressed
	"Colorado"	"08"	"2000"	"2000"	Suppressed	4301261	Suppressed
	"Colorado"	"08"	"2001"	"2001"	Suppressed	4425687	Suppressed
	"Colorado"	"08"	"2002"	"2002"	Suppressed	4490406	Suppressed
	"Colorado"	"08"	"2003"	"2003"	Suppressed	4528732	Suppressed
	"Colorado"	"08"	"2004"	"2004"	Suppressed	4575013	Suppressed
	"Colorado"	"08"	"2005"	"2005"	Suppressed	4631888	Suppressed
	"Colorado"	"08"	"2006"	"2006"	Suppressed	4720423	Suppressed
	"Colorado"	"08"	"2007"	"2007"	Suppressed	4803868	Suppressed
	"Colorado"	"08"	"2008"	"2008"	Suppressed	4889730	Suppressed
	"Colorado"	"08"	"2009"	"2009"	Suppressed	4972195	Suppressed
	"Colorado"	"08"	"2010"	"2010"	Suppressed	5029196	Suppressed
	"Colorado"	"08"	"2011"	"2011"	Suppressed	5116796	Suppressed
	"Colorado"	"08"	"2012"	"2012"	Suppressed	5187582	Suppressed
	"Colorado"	"08"	"2013"	"2013"	Suppressed	5268367	Suppressed
	"Colorado"	"08"	"2014"	"2014"	Suppressed	5355866	Suppressed
	"Colorado"	"08"	"2015"	"2015"	Suppressed	5456574	Suppressed
	"Colorado"	"08"	"2016"	"2016"	Suppressed	5540545	Suppressed
	"Colorado"	"08"	"2017"	"2017"	Suppressed	5607154	Suppressed
	"Colorado"	"08"	"2018"	"2018"	Suppressed	5695564	Suppressed
	"Colorado"	"08"	"2019"	"2019"	Suppressed	5758736	Suppressed
"Total"	"Colorado"	"08"			Suppressed	104581601	Suppressed
	"Connecticut"	"09"	"1999"	"1999"	Suppressed	3386401	Suppressed
	"Connecticut"	"09"	"2000"	"2000"	Suppressed	3405565	Suppressed
	"Connecticut"	"09"	"2001"	"2001"	Suppressed	3432835	Suppressed
	"Connecticut"	"09"	"2002"	"2002"	Suppressed	3458749	Suppressed
	"Connecticut"	"09"	"2003"	"2003"	Suppressed	3484336	Suppressed
	"Connecticut"	"09"	"2004"	"2004"	Suppressed	3496094	Suppressed
	"Connecticut"	"09"	"2005"	"2005"	Suppressed	3506956	Suppressed
	"Connecticut"	"09"	"2006"	"2006"	Suppressed	3517460	Suppressed
	"Connecticut"	"09"	"2007"	"2007"	Suppressed	3527270	Suppressed
	"Connecticut"	"09"	"2008"	"2008"	Suppressed	3545579	Suppressed
	"Connecticut"	"09"	"2009"	"2009"	Suppressed	3561807	Suppressed
	"Connecticut"	"09"	"2010"	"2010"	Suppressed	3574097	Suppressed
	"Connecticut"	"09"	"2011"	"2011"	Suppressed	3580709	Suppressed
	"Connecticut"	"09"	"2012"	"2012"	Suppressed	3590347	Suppressed
	"Connecticut"	"09"	"2013"	"2013"	Suppressed	3596080	Suppressed
	"Connecticut"	"09"	"2014"	"2014"	Suppressed	3596677	Suppressed
	"Connecticut"	"09"	"2015"	"2015"	Suppressed	3590886	Suppressed
	"Connecticut"	"09"	"2016"	"2016"	Suppressed	3576452	Suppressed
	"Connecticut"	"09"	"2017"	"2017"	Suppressed	3588184	Suppressed
	"Connecticut"	"09"	"2018"	"2018"	Suppressed	3572665	Suppressed
	"Connecticut"	"09"	"2019"	"2019"	Suppressed	3565287	Suppressed
"Total"	"Connecticut"	"09"			Suppressed	74154436	Suppressed
	"Delaware"	"10"	"1999"	"1999"	Suppressed	774990	Suppressed
	"Delaware"	"10"	"2000"	"2000"	Suppressed	783600	Suppressed
	"Delaware"	"10"	"2001"	"2001"	Suppressed	795699	Suppressed
	"Delaware"	"10"	"2002"	"2002"	Suppressed	806169	Suppressed
	"Delaware"	"10"	"2003"	"2003"	Suppressed	818003	Suppressed
	"Delaware"	"10"	"2004"	"2004"	Suppressed	830803	Suppressed
	"Delaware"	"10"	"2005"	"2005"	Suppressed	845150	Suppressed
	"Delaware"	"10"	"2006"	"2006"	Suppressed	859268	Suppressed
	"Delaware"	"10"	"2007"	"2007"	Suppressed	871749	Suppressed
	"Delaware"	"10"	"2008"	"2008"	Suppressed	883874	Suppressed
	"Delaware"	"10"	"2009"	"2009"	Suppressed	891730	Suppressed
	"Delaware"	"10"	"2010"	"2010"	Suppressed	897934	Suppressed
	"Delaware"	"10"	"2011"	"2011"	Suppressed	907135	Suppressed
	"Delaware"	"10"	"2012"	"2012"	Suppressed	917092	Suppressed
	"Delaware"	"10"	"2013"	"2013"	Suppressed	925749	Suppressed
	"Delaware"	"10"	"2014"	"2014"	Suppressed	935614	Suppressed
	"Delaware"	"10"	"2015"	"2015"	Suppressed	945934	Suppressed
	"Delaware"	"10"	"2016"	"2016"	Suppressed	952065	Suppressed
	"Delaware"	"10"	"2017"	"2017"	Suppressed	961939	Suppressed
	"Delaware"	"10"	"2018"	"2018"	Suppressed	967171	Suppressed
	"Delaware"	"10"	"2019"	"2019"	Suppressed	973764	Suppressed
"Total"	"Delaware"	"10"			Suppressed	18545432	Suppressed
	"District of Columbia"	"11"	"1999"	"1999"	Suppressed	570213	Suppressed
	"District of Columbia"	"11"	"2000"	"2000"	Suppressed	572059	Suppressed
	"District of Columbia"	"11"	"2001"	"2001"	Suppressed	574504	Suppressed
	"District of Columbia"	"11"	"2002"	"2002"	Suppressed	573158	Suppressed
	"District of Columbia"	"11"	"2003"	"2003"	Suppressed	568502	Suppressed
	"District of Columbia"	"11"	"2004"	"2004"	Suppressed	567754	Suppressed
	"District of Columbia"	"11"	"2005"	"2005"	Suppressed	567136	Suppressed
	"District of Columbia"	"11"	"2006"	"2006"	Suppressed	570681	Suppressed
	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	574404	Suppressed
	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	580236	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	592228	Suppressed
	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	601723	Suppressed
	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	617996	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	632323	Suppressed
	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	646449	Suppressed
	"District of Columbia"	"11"	"2014"	"2014"	Suppressed	658893	Suppressed
	"District of Columbia"	"11"	"2015"	"2015"	Suppressed	672228	Suppressed
	"District of Columbia"	"11"	"2016"	"2016"	Suppressed	681170	Suppressed
	"District of Columbia"	"11"	"2017"	"2017"	Suppressed	693972	Suppressed
	"District of Columbia"	"11"	"2018"	"2018"	Suppressed	702455	Suppressed
	"District of Columbia"	"11"	"2019"	"2019"	Suppressed	705749	Suppressed
"Total"	"District of Columbia"	"11"			Suppressed	12923833	Suppressed
	"Florida"	"12"	"1999"	"1999"	Suppressed	15759421	Suppressed
	"Florida"	"12"	"2000"	"2000"	Suppressed	15982378	Suppressed
	"Florida"	"12"	"2001"	"2001"	Suppressed	16356966	Suppressed
	"Florida"	"12"	"2002"	"2002"	Suppressed	16689370	Suppressed
	"Florida"	"12"	"2003"	"2003"	Suppressed	17004085	Suppressed
	"Florida"	"12"	"2004"	"2004"	Suppressed	17415318	Suppressed
	"Florida"	"12"	"2005"	"2005"	Suppressed	17842038	Suppressed
	"Florida"	"12"	"2006"	"2006"	Suppressed	18166990	Suppressed
	"Florida"	"12"	"2007"	"2007"	Suppressed	18367842	Suppressed
	"Florida"	"12"	"2008"	"2008"	Suppressed	18527305	Suppressed
	"Florida"	"12"	"2009"	"2009"	Suppressed	18652644	Suppressed
	"Florida"	"12"	"2010"	"2010"	Suppressed	18801310	Suppressed
	"Florida"	"12"	"2011"	"2011"	Suppressed	19057542	Suppressed
	"Florida"	"12"	"2012"	"2012"	Suppressed	19317568	Suppressed
	"Florida"	"12"	"2013"	"2013"	Suppressed	19552860	Suppressed
	"Florida"	"12"	"2014"	"2014"	Suppressed	19893297	Suppressed
	"Florida"	"12"	"2015"	"2015"	Suppressed	20271272	Suppressed
	"Florida"	"12"	"2016"	"2016"	Suppressed	20612439	Suppressed
	"Florida"	"12"	"2017"	"2017"	Suppressed	20984400	Suppressed
	"Florida"	"12"	"2018"	"2018"	Suppressed	21299325	Suppressed
	"Florida"	"12"	"2019"	"2019"	Suppressed	21477737	Suppressed
"Total"	"Florida"	"12"			Suppressed	392032107	Suppressed
	"Georgia"	"13"	"1999"	"1999"	Suppressed	8045965	Suppressed
	"Georgia"	"13"	"2000"	"2000"	Suppressed	8186453	Suppressed
	"Georgia"	"13"	"2001"	"2001"	Suppressed	8377038	Suppressed
	"Georgia"	"13"	"2002"	"2002"	Suppressed	8508256	Suppressed
	"Georgia"	"13"	"2003"	"2003"	Suppressed	8622793	Suppressed
	"Georgia"	"13"	"2004"	"2004"	Suppressed	8769252	Suppressed
	"Georgia"	"13"	"2005"	"2005"	Suppressed	8925922	Suppressed
	"Georgia"	"13"	"2006"	"2006"	Suppressed	9155813	Suppressed
	"Georgia"	"13"	"2007"	"2007"	Suppressed	9349988	Suppressed
	"Georgia"	"13"	"2008"	"2008"	Suppressed	9504843	Suppressed
	"Georgia"	"13"	"2009"	"2009"	Suppressed	9620846	Suppressed
	"Georgia"	"13"	"2010"	"2010"	Suppressed	9687653	Suppressed
	"Georgia"	"13"	"2011"	"2011"	Suppressed	9815210	Suppressed
	"Georgia"	"13"	"2012"	"2012"	Suppressed	9919945	Suppressed
	"Georgia"	"13"	"2013"	"2013"	Suppressed	9992167	Suppressed
	"Georgia"	"13"	"2014"	"2014"	Suppressed	10097343	Suppressed
	"Georgia"	"13"	"2015"	"2015"	Suppressed	10214860	Suppressed
	"Georgia"	"13"	"2016"	"2016"	Suppressed	10310371	Suppressed
	"Georgia"	"13"	"2017"	"2017"	Suppressed	10429379	Suppressed
	"Georgia"	"13"	"2018"	"2018"	Suppressed	10519475	Suppressed
	"Georgia"	"13"	"2019"	"2019"	Suppressed	10617423	Suppressed
"Total"	"Georgia"	"13"			Suppressed	198670995	Suppressed
	"Hawaii"	"15"	"1999"	"1999"	Suppressed	1210300	Suppressed
	"Hawaii"	"15"	"2000"	"2000"	Suppressed	1211537	Suppressed
	"Hawaii"	"15"	"2001"	"2001"	Suppressed	1225948	Suppressed
	"Hawaii"	"15"	"2002"	"2002"	Suppressed	1239613	Suppressed
	"Hawaii"	"15"	"2003"	"2003"	Suppressed	1251154	Suppressed
	"Hawaii"	"15"	"2004"	"2004"	Suppressed	1273569	Suppressed
	"Hawaii"	"15"	"2005"	"2005"	Suppressed	1292729	Suppressed
	"Hawaii"	"15"	"2006"	"2006"	Suppressed	1309731	Suppressed
	"Hawaii"	"15"	"2007"	"2007"	Suppressed	1315675	Suppressed
	"Hawaii"	"15"	"2008"	"2008"	Suppressed	1332213	Suppressed
	"Hawaii"	"15"	"2009"	"2009"	Suppressed	1346717	Suppressed
	"Hawaii"	"15"	"2010"	"2010"	Suppressed	1360301	Suppressed
	"Hawaii"	"15"	"2011"	"2011"	Suppressed	1374810	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	Suppressed	1392313	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	Suppressed	1404054	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	Suppressed	1419561	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	Suppressed	1431603	Suppressed
	"Hawaii"	"15"	"2016"	"2016"	Suppressed	1428557	Suppressed
	"Hawaii"	"15"	"2017"	"2017"	Suppressed	1427538	Suppressed
	"Hawaii"	"15"	"2018"	"2018"	Suppressed	1420491	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	Suppressed	1415872	Suppressed
"Total"	"Hawaii"	"15"			Suppressed	28084286	Suppressed
	"Idaho"	"16"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"2001"	"2001"	Suppressed	1319962	Suppressed
	"Idaho"	"16"	"2002"	"2002"	Suppressed	1340372	Suppressed
	"Idaho"	"16"	"2003"	"2003"	Suppressed	1363380	Suppressed
	"Idaho"	"16"	"2004"	"2004"	Suppressed	1391802	Suppressed
	"Idaho"	"16"	"2005"	"2005"	Suppressed	1428241	Suppressed
	"Idaho"	"16"	"2006"	"2006"	Suppressed	1468669	Suppressed
	"Idaho"	"16"	"2007"	"2007"	Suppressed	1505105	Suppressed
	"Idaho"	"16"	"2008"	"2008"	Suppressed	1534320	Suppressed
	"Idaho"	"16"	"2009"	"2009"	Suppressed	1554439	Suppressed
	"Idaho"	"16"	"2010"	"2010"	Suppressed	1567582	Suppressed
	"Idaho"	"16"	"2011"	"2011"	Suppressed	1584985	Suppressed
	"Idaho"	"16"	"2012"	"2012"	Suppressed	1595728	Suppressed
	"Idaho"	"16"	"2013"	"2013"	Suppressed	1612136	Suppressed
	"Idaho"	"16"	"2014"	"2014"	Suppressed	1634464	Suppressed
	"Idaho"	"16"	"2015"	"2015"	Suppressed	1654930	Suppressed
	"Idaho"	"16"	"2016"	"2016"	Suppressed	1683140	Suppressed
	"Idaho"	"16"	"2017"	"2017"	Suppressed	1716943	Suppressed
	"Idaho"	"16"	"2018"	"2018"	Suppressed	1754208	Suppressed
	"Idaho"	"16"	"2019"	"2019"	Suppressed	1787065	Suppressed
"Total"	"Idaho"	"16"			Suppressed	32067098	Suppressed
	"Illinois"	"17"	"1999"	"1999"	Suppressed	12359020	Suppressed
	"Illinois"	"17"	"2000"	"2000"	Suppressed	12419293	Suppressed
	"Illinois"	"17"	"2001"	"2001"	Suppressed	12488445	Suppressed
	"Illinois"	"17"	"2002"	"2002"	Suppressed	12525556	Suppressed
	"Illinois"	"17"	"2003"	"2003"	Suppressed	12556006	Suppressed
	"Illinois"	"17"	"2004"	"2004"	Suppressed	12589773	Suppressed
	"Illinois"	"17"	"2005"	"2005"	Suppressed	12609903	Suppressed
	"Illinois"	"17"	"2006"	"2006"	Suppressed	12643955	Suppressed
	"Illinois"	"17"	"2007"	"2007"	Suppressed	12695866	Suppressed
	"Illinois"	"17"	"2008"	"2008"	Suppressed	12747038	Suppressed
	"Illinois"	"17"	"2009"	"2009"	Suppressed	12796778	Suppressed
	"Illinois"	"17"	"2010"	"2010"	Suppressed	12830632	Suppressed
	"Illinois"	"17"	"2011"	"2011"	Suppressed	12869257	Suppressed
	"Illinois"	"17"	"2012"	"2012"	Suppressed	12875255	Suppressed
	"Illinois"	"17"	"2013"	"2013"	Suppressed	12882135	Suppressed
	"Illinois"	"17"	"2014"	"2014"	Suppressed	12880580	Suppressed
	"Illinois"	"17"	"2015"	"2015"	Suppressed	12859995	Suppressed
	"Illinois"	"17"	"2016"	"2016"	Suppressed	12801539	Suppressed
	"Illinois"	"17"	"2017"	"2017"	Suppressed	12802023	Suppressed
	"Illinois"	"17"	"2018"	"2018"	Suppressed	12741080	Suppressed
	"Illinois"	"17"	"2019"	"2019"	Suppressed	12671821	Suppressed
"Total"	"Illinois"	"17"			Suppressed	266645950	Suppressed
	"Indiana"	"18"	"1999"	"1999"	Suppressed	6044969	Suppressed
	"Indiana"	"18"	"2000"	"2000"	Suppressed	6080485	Suppressed
	"Indiana"	"18"	"2001"	"2001"	Suppressed	6127760	Suppressed
	"Indiana"	"18"	"2002"	"2002"	Suppressed	6155967	Suppressed
	"Indiana"	"18"	"2003"	"2003"	Suppressed	6196638	Suppressed
	"Indiana"	"18"	"2004"	"2004"	Suppressed	6233007	Suppressed
	"Indiana"	"18"	"2005"	"2005"	Suppressed	6278616	Suppressed
	"Indiana"	"18"	"2006"	"2006"	Suppressed	6332669	Suppressed
	"Indiana"	"18"	"2007"	"2007"	Suppressed	6379599	Suppressed
	"Indiana"	"18"	"2008"	"2008"	Suppressed	6424806	Suppressed
	"Indiana"	"18"	"2009"	"2009"	Suppressed	6459325	Suppressed
	"Indiana"	"18"	"2010"	"2010"	Suppressed	6483802	Suppressed
	"Indiana"	"18"	"2011"	"2011"	Suppressed	6516922	Suppressed
	"Indiana"	"18"	"2012"	"2012"	Suppressed	6537334	Suppressed
	"Indiana"	"18"	"2013"	"2013"	Suppressed	6570902	Suppressed
	"Indiana"	"18"	"2014"	"2014"	Suppressed	6596855	Suppressed
	"Indiana"	"18"	"2015"	"2015"	Suppressed	6619680	Suppressed
	"Indiana"	"18"	"2016"	"2016"	Suppressed	6633053	Suppressed
	"Indiana"	"18"	"2017"	"2017"	Suppressed	6666818	Suppressed
	"Indiana"	"18"	"2018"	"2018"	Suppressed	6691878	Suppressed
	"Indiana"	"18"	"2019"	"2019"	Suppressed	6732219	Suppressed
"Total"	"Indiana"	"18"			Suppressed	134763304	Suppressed
	"Iowa"	"19"	"1999"	"1999"	Suppressed	2917634	Suppressed
	"Iowa"	"19"	"2000"	"2000"	Suppressed	2926324	Suppressed
	"Iowa"	"19"	"2001"	"2001"	Suppressed	2931997	Suppressed
	"Iowa"	"19"	"2002"	"2002"	Suppressed	2934234	Suppressed
	"Iowa"	"19"	"2003"	"2003"	Suppressed	2941999	Suppressed
	"Iowa"	"19"	"2004"	"2004"	Suppressed	2953635	Suppressed
	"Iowa"	"19"	"2005"	"2005"	Suppressed	2964454	Suppressed
	"Iowa"	"19"	"2006"	"2006"	Suppressed	2982644	Suppressed
	"Iowa"	"19"	"2007"	"2007"	Suppressed	2999212	Suppressed
	"Iowa"	"19"	"2008"	"2008"	Suppressed	3016734	Suppressed
	"Iowa"	"19"	"2009"	"2009"	Suppressed	3032870	Suppressed
	"Iowa"	"19"	"2010"	"2010"	Suppressed	3046355	Suppressed
	"Iowa"	"19"	"2011"	"2011"	Suppressed	3062309	Suppressed
	"Iowa"	"19"	"2012"	"2012"	Suppressed	3074186	Suppressed
	"Iowa"	"19"	"2013"	"2013"	Suppressed	3090416	Suppressed
	"Iowa"	"19"	"2014"	"2014"	Suppressed	3107126	Suppressed
	"Iowa"	"19"	"2015"	"2015"	Suppressed	3123899	Suppressed
	"Iowa"	"19"	"2016"	"2016"	Suppressed	3134693	Suppressed
	"Iowa"	"19"	"2017"	"2017"	Suppressed	3145711	Suppressed
	"Iowa"	"19"	"2018"	"2018"	Suppressed	3156145	Suppressed
	"Iowa"	"19"	"2019"	"2019"	Suppressed	3155070	Suppressed
"Total"	"Iowa"	"19"			Suppressed	63697647	Suppressed
	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed
	"Kansas"	"20"	"2000"	"2000"	Suppressed	2688418	Suppressed
	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed
	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed
	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed
	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed
	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed
	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed
	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed
	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed
	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed
	"Kansas"	"20"	"2010"	"2010"	Suppressed	2853118	Suppressed
	"Kansas"	"20"	"2011"	"2011"	Suppressed	2871238	Suppressed
	"Kansas"	"20"	"2012"	"2012"	Suppressed	2885905	Suppressed
	"Kansas"	"20"	"2013"	"2013"	Suppressed	2893957	Suppressed
	"Kansas"	"20"	"2014"	"2014"	Suppressed	2904021	Suppressed
	"Kansas"	"20"	"2015"	"2015"	Suppressed	2911641	Suppressed
